N,repetition,design,utility,max,utility_ratio
430,16,[5.68261201 7.01334222],0.0843053763434771,0.6699639733314048,0.1258356862448403
430,17,[5.37287359 6.00612435],0.1024853132994482,0.6664157913978848,0.1537858415456712
430,18,[4.47327588 2.03658426],0.2130636228744763,0.6581563042299736,0.323727998205161
430,19,[-6.68461377 -7.14342349],0.0718255803272266,0.6443806164500518,0.1114645265447616
430,20,[-5.83871352 -3.02283021],0.1411422826915224,0.6542076621617391,0.2157453830869806
430,21,[5.11991376 5.45600458],0.1130030722679249,0.6498048196410888,0.1739030995958767
430,22,[4.87316161 1.17384026],0.1981954001982087,0.6529242906393091,0.3035503549793594
430,23,[-7.21181444 -5.08066603],0.0894474346132388,0.6452145412817062,0.1386320810990298
430,24,[-6.15138339 -4.62381985],0.1107224964646818,0.6454662709687364,0.1715387797080488
430,25,[5.7367066  5.10500162],0.1067097582735567,0.6456721965360541,0.1652692478413046
430,26,[-5.7979576  -7.66671342],0.0733479179840144,0.65139125843565,0.1126019378279089
430,27,[-7.18663877 -5.52694301],0.080993804079394,0.6498049820004196,0.1246432488560725
430,28,[-3.8152243  -8.36422451],0.0802141095455591,0.6446729879256461,0.124426043975664
430,29,[6.63414315 5.59073686],0.0887583033143101,0.6344770138393888,0.1398920707579461
430,30,[6.9690197  3.68505699],0.1038273349795524,0.6679329174743188,0.1554457525048456
430,31,[4.60868164 6.64980385],0.1005333588081524,0.6554622994953646,0.1533777898218589
430,32,[-4.98453327 -6.22952137],0.1028617438416991,0.6501800163368304,0.1582050220817781
430,33,[-4.69026928 -2.02108081],0.1987667059128803,0.6519219184445108,0.304893424027127
430,34,[4.9076316  3.42231889],0.1576652231615967,0.6502031736302094,0.2424860867431967
430,35,[4.94895825 1.69492448],0.1902296679744957,0.6618425528685008,0.2874243536472817
430,36,[-7.99771715 -1.66063484],0.0965471932334341,0.6436186686818142,0.1500068253631781
430,37,[1.78543751 2.83413884],0.3064444692044946,0.6520385436420769,0.4699790713180768
430,38,[-3.91115752 -7.06991352],0.0961009362248929,0.6592862395577653,0.1457651175752664
430,39,[-5.55042186 -7.75271314],0.0755663242711488,0.643508964673535,0.1174285494367357
430,40,[7.42455383 5.86994384],0.0768319310736279,0.6568265422748062,0.1169744614880113
430,41,[-5.49650834 -3.31598765],0.1442042174284565,0.6504510569698109,0.2216987979084019
430,42,[8.37384184 4.01431447],0.0792064404475787,0.6557623578364883,0.120785280675303
430,43,[-3.25754946 -6.73038634],0.114025703367711,0.6491840517143312,0.1756446466400366
430,44,[7.86476617 7.35874682],0.0599705023317309,0.6602631004995079,0.090828189984207
430,45,[-4.80743744 -8.55101057],0.0703992451296285,0.6417878778044626,0.1096923883487208
430,46,[5.53142743 1.5846632 ],0.1697528763768091,0.6437444223518125,0.2636960732904611
430,47,[-3.09650039 -3.57608413],0.2156667403312929,0.6543686695939128,0.3295798688912338
430,48,[-6.01334278 -6.59316222],0.0857704984534694,0.6495875455982093,0.1320383973410125
430,49,[-5.99388052 -5.56946548],0.0986709627541202,0.6450900953239108,0.1529568714034833
430,50,[-1.98143863 -4.25209297],0.2213338492886865,0.6526133684694041,0.3391500388779779
430,51,[5.62533523 6.29976692],0.0929808528534745,0.6469147534540391,0.1437296836360997
430,52,[-4.56289377 -3.27553501],0.1808076727358454,0.6594815933765488,0.2741663672675218
430,53,[-4.03019376 -4.85835976],0.1497339665435778,0.6516686987767177,0.2297700761516573
430,54,[-6.42619095 -4.94397666],0.0992976389804186,0.6583292686450338,0.150832787952436
430,55,[0.14733535 7.2541269 ],0.1219052417911769,0.6467277489949917,0.1884954557472081
430,56,[3.79213705 2.47807399],0.2209382318384297,0.6594762114850558,0.3350207755650582
430,57,[-1.81349072 -5.1479312 ],0.179788368119051,0.6416189013834479,0.2802105233050247
430,58,[3.82780114 5.40065932],0.1358143376782242,0.6467656872245944,0.20999001703543
430,59,[4.8609159 7.1284172],0.0908024592952427,0.6568459719182979,0.1382401098237034
430,60,[4.82587138 2.63837465],0.1795885465573069,0.6536031809400996,0.2747669408508671
430,61,[-6.94188241 -5.41904003],0.0876662219735759,0.6459427207056645,0.1357182597828557
430,62,[5.80809984 6.67807217],0.0880782849988658,0.6466483613074027,0.1362073891609157
430,63,[3.57173809 5.20194587],0.1441403289633551,0.6415383238003798,0.2246792180855055
430,64,[-4.98813465 -3.957334  ],0.1491234020852383,0.6488343460060733,0.2298327808988127
430,65,[-2.82603154 -4.88013033],0.1777777551611313,0.6609403146603136,0.2689770183749484
430,66,[4.42348686 4.76907474],0.1441165207156948,0.6382637973505537,0.2257946029743901
430,67,[7.80101905 1.00385995],0.1047678757681293,0.637360915339897,0.1643776285093633
430,68,[-1.75529611 -6.0061384 ],0.1519796980280797,0.6529265654853933,0.2327669083507059
430,69,[6.91513155 6.27470363],0.0766803245984891,0.6672664773928637,0.1149170941392015
430,70,[6.76649875 6.48863636],0.0763365185972763,0.6557228004311347,0.1164158369162784
430,71,[-8.09634286 -7.71476968],0.0550977362453296,0.6517299657809246,0.0845407440784308
430,72,[1.88636576 6.78164008],0.1232836979638439,0.6431548838731286,0.191685861454429
430,73,[-7.02293064 -5.90483093],0.0792828108866095,0.6477284362030133,0.1224013127343392
430,74,[-3.97674453 -1.56510167],0.241790453723401,0.6357379254614964,0.3803303909356673
430,75,[-6.50740062 -2.21775817],0.1288458499261428,0.6547886235741929,0.1967747228454153
430,76,[5.91507318 7.37814431],0.0767135435688174,0.6347264215027151,0.1208608007638914
430,77,[-5.66400607 -7.37516318],0.0791186780293279,0.6449305941143689,0.1226778179719869
430,78,[7.32989046 3.7330773 ],0.0992540818451454,0.6667386515209615,0.1488650487244551
430,79,[4.66862443 8.45511439],0.0719171014771036,0.6466847325746714,0.1112089057534685
430,80,[-6.53086099 -8.05658484],0.0624612091878955,0.6429053366096213,0.0971545974673136
430,81,[-7.77381772 -5.38179473],0.0731133572759899,0.6491107352779262,0.1126361856343131
430,82,[-4.01452307 -4.54683182],0.1600055884439925,0.6581660535121675,0.2431082362728307
430,83,[6.2596294 6.942589 ],0.0789503028873476,0.6610793583898709,0.1194263621838677
430,84,[-6.8104644  -7.28470806],0.0697101712946515,0.6492120987192784,0.1073765745157415
430,85,[6.22544472 6.89885901],0.0770082590742068,0.6486423049215265,0.1187222271657464
430,86,[-3.6870306  -5.94303733],0.1266453622782385,0.6539121852348796,0.1936733481006301
430,87,[-8.13825654 -6.23193972],0.0639749610423659,0.633385719976393,0.1010047416994976
430,88,[8.0969494  5.54652041],0.0720783815238502,0.6589439807162085,0.1093846876717926
430,89,[6.69580836 5.73756806],0.088488155180864,0.6389928849284277,0.1384806580291976
430,90,[5.8695702  7.03588047],0.0829471834921733,0.638169948810384,0.1299766365476714
430,91,[6.05784627 4.06709422],0.120047161351685,0.6557795143342772,0.1830602492570272
430,92,[-4.67906634 -6.07672327],0.1065501920872383,0.6643707853499431,0.1603776000341666
430,93,[2.53320792 1.71140965],0.3280628883240896,0.6506800227949252,0.5041846634770363
430,94,[4.49389371 8.71839274],0.0706824537252591,0.6436375347636257,0.109817171789425
430,95,[-3.74290625 -5.68663087],0.1316407750428786,0.6603557808602064,0.1993482587089614
430,96,[-7.81045843 -4.66079638],0.0817592518508575,0.6469385384653694,0.1263787005869246
430,97,[-0.02535606  5.27634811],0.1851021856726466,0.6436235703651478,0.2875938579558738
430,98,[5.73460132 4.79183759],0.1163148663408042,0.6597918181194503,0.1762902526926248
430,99,[8.5475205 2.6201159],0.0831023474228613,0.6612505937408686,0.1256745146385873
810,0,[3.39725674 4.47125947],0.1674573175922493,0.6358752810048703,0.2633493117197721
810,1,[-4.588711   -7.60319512],0.0816139399300827,0.6320426068266465,0.1291272756750517
810,2,[-6.13833932 -7.48736892],0.0690810561369157,0.6428228382791478,0.107465155285782
810,3,[-7.10667759 -4.59902053],0.0896861583950209,0.648652379759637,0.1382653655387109
810,4,[4.11435692 3.01192522],0.1862731873984835,0.6474840671749327,0.2876876773373291
810,5,[5.56428607 7.26515964],0.0775049888295485,0.6569451089359002,0.1179778763481301
810,6,[-3.07937996 -3.62127789],0.2118911110341578,0.645159702064804,0.328432030636771
810,7,[5.14488366 4.48403355],0.1248741196602739,0.654647503566799,0.1907501655164137
810,8,[-2.36545287 -1.871892  ],0.3272346703493926,0.6201422194952081,0.5276768135795682
810,9,[-3.7433815  -6.43593556],0.1080824715514271,0.6421955462877198,0.1683014966021011
810,10,[-4.5604748  -6.16370277],0.1046136491000786,0.6309884197486936,0.1657932948147346
810,11,[3.27998863 3.67873282],0.1998102233421521,0.647452855493315,0.3086096874032787
810,12,[-4.42627147  0.31620651],0.2231682005099409,0.6511995539103721,0.3427032453720887
810,13,[6.62664469 3.08644214],0.1124859554845777,0.6422544150084613,0.1751423623660039
810,14,[-4.55668921 -3.44149954],0.1636316396533306,0.637787197817632,0.2565614992167327
810,15,[4.59166312 1.87556233],0.1951441697523675,0.6474621436829878,0.3013985785212402
810,16,[-2.69077757 -2.83893414],0.2574281932198894,0.6455650236626809,0.3987641581933042
810,17,[-4.91568723 -4.7226979 ],0.1255181198605916,0.6412639351266239,0.1957355045014449
810,18,[1.85390761 2.29260554],0.3309191328355573,0.6335724966548701,0.5223066572219295
810,19,[-6.47682365 -2.01650265],0.1231268180984271,0.6560086930551151,0.1876908330665712
810,20,[-3.72555019 -5.06170889],0.1407431436120053,0.6442759771293248,0.2184516396825922
810,21,[0.26837264 0.39837001],0.6355668788081837,0.6481695367621754,0.9805565407826072
810,22,[-1.71805604 -2.3381789 ],0.3314016655021848,0.6481200860124666,0.5113275651447876
810,23,[2.75116028 3.16719173],0.2358991176726108,0.6401591145516723,0.3685007560000453
810,24,[5.23132206 4.57472268],0.1204615585943733,0.6442216979554402,0.1869877388120905
810,25,[2.77876657 5.48027635],0.1464074954275581,0.6419825343817651,0.22805526254472
810,26,[5.53312336 5.3537852 ],0.103363578743359,0.6336814222709389,0.1631159997920289
810,27,[3.73547503 2.89749257],0.2103469991732745,0.6457604629494522,0.3257353325914902
810,28,[-4.6524256  -8.58482315],0.0676837910551913,0.6410955105608619,0.1055752067207244
810,29,[4.9731231  7.01719207],0.0863744162644902,0.6389251116990005,0.1351870738572277
810,30,[5.44462527 2.36081965],0.1549621386947215,0.6319566349254941,0.2452100826712439
810,31,[-6.37858001 -3.1764931 ],0.1156142408954385,0.6378930608301263,0.1812439231506659
810,32,[4.46171576 4.85133289],0.1349415966760281,0.6445668675054066,0.209352362770797
810,33,[-5.32029943 -5.95587501],0.0948685462818284,0.6358595176695047,0.1491973362756795
810,34,[-6.04344679 -6.35871494],0.0812538118219649,0.656104771585094,0.123842738752932
810,35,[-6.34827817 -2.28944911],0.1292339052390173,0.6471943414373064,0.1996833052526559
810,36,[3.21157474 4.54244599],0.1651411590381986,0.6383937913479449,0.2586822761692421
810,37,[-4.26597229 -1.31666167],0.2195152764681243,0.6468462649603138,0.3393623622169208
810,38,[5.32574077 2.37801522],0.1579128574553988,0.626650232364506,0.2519952108843153
810,39,[-1.79586407 -0.15352702],0.4749916245708495,0.6461305896473024,0.7351325446921326
810,40,[2.31573179 1.67150794],0.3451278556644508,0.6358942474528698,0.5427441072896803
810,41,[6.67330825 4.12449916],0.1004751007287109,0.6502784638093654,0.1545108846756549
810,42,[5.7357437  4.44121896],0.1138988658648681,0.6425013052341839,0.1772741392694189
810,43,[-0.0151637  -2.00825044],0.4422425007465672,0.640994228730206,0.6899321100326269
810,44,[-7.98771537 -1.3906329 ],0.096170838445603,0.6337816967857905,0.1517412682211102
810,45,[3.44714401 3.64067544],0.1892610317710671,0.6508340585642839,0.2907976761212681
810,46,[3.4820584  4.73217772],0.157179800304476,0.6483884562544306,0.2424160991583075
810,47,[3.79777221 5.40501798],0.1308848861716914,0.6367351326963054,0.205556250080703
810,48,[6.68064404 8.61765228],0.0537928462797533,0.6412775446188607,0.0838838763826118
810,49,[4.31277124 7.73420847],0.0805405242736269,0.6454370388909343,0.1247844784551273
810,50,[1.07025762 3.72839765],0.2595287657269495,0.6378946750526844,0.4068520648891053
810,51,[5.77640611 1.54235835],0.1552016424917047,0.6401558334949055,0.2424435338570414
810,52,[-4.30052403 -4.24608731],0.1498053484841376,0.6413216530383082,0.2335884774425186
810,53,[1.99566588 2.3202706 ],0.3252357649727811,0.649542677031991,0.5007150053002026
810,54,[-3.62222616 -7.63504736],0.088250200941726,0.6452264123776511,0.1367740056029715
810,55,[-5.17483781 -3.06323249],0.1544642474065274,0.630527618792611,0.2449761799527655
810,56,[-3.30556108 -3.88204146],0.1848087100129102,0.6386263181896923,0.2893847383815712
810,57,[-7.25904797 -7.28118645],0.0605290890087331,0.6473795071109029,0.0934986176483399
810,58,[-5.72533413 -4.4279689 ],0.115335482963032,0.6377761574502523,0.1808400668725663
810,59,[ 4.78752188 -1.17723218],0.1995086854849589,0.653539166891547,0.3052742598946129
810,60,[-5.15652619 -6.72767815],0.0866225428437703,0.6421230997028496,0.1349002128779606
810,61,[3.84243645 3.86722552],0.1703285474082518,0.6455207459779112,0.2638622359847135
810,62,[4.22920439 6.49967556],0.103331349589032,0.6382766865613646,0.1618911543608411
810,63,[3.28030481 2.77672495],0.2287169881355838,0.6364468768356507,0.3593654026126131
810,64,[-3.98525882 -1.9402854 ],0.2269776109479199,0.6370591385576372,0.3562897024942126
810,65,[-3.66183015 -6.42304724],0.1102708940369275,0.6326435576802079,0.1743017734050299
810,66,[0.91970773 3.32920525],0.2935398761370738,0.6512841376756937,0.450709389583263
810,67,[3.79785266 5.78225305],0.1211536007698244,0.6363317722438351,0.1903937632135076
810,68,[-2.61135391 -0.55331468],0.3639873614281158,0.6470866604616728,0.5625017229816235
810,69,[-2.84587744 -3.5768652 ],0.2121257455882697,0.632814762068007,0.3352098565069079
810,70,[-3.11517066 -7.42184828],0.0965597969010279,0.650679014255539,0.1483985110715531
810,71,[2.00483736 3.01339298],0.2841284961675875,0.6443445299162011,0.4409574117196886
810,72,[3.41957525 4.94159627],0.1516598542337408,0.6427569304979402,0.2359521104132642
810,73,[5.89914647 4.41998594],0.1128247468919986,0.6494390761085673,0.173726452630543
810,74,[-2.0483745  -6.27735727],0.1338737011113367,0.6438832166738667,0.2079161215024263
810,75,[9.34658185 5.75990448],0.0544473636569705,0.6497088131566272,0.0838027167777464
810,76,[-7.73592607 -7.429484  ],0.0561178763164963,0.6524193086308863,0.0860150451927314
810,77,[-4.67250952 -4.62325755],0.1331044192127586,0.6364245532079975,0.2091440667111678
810,78,[4.67549627 5.84847901],0.108488260850846,0.6337757303871406,0.1711776826553081
810,79,[7.99579976 7.68316611],0.0540247211594426,0.651061355666486,0.082979462210805
810,80,[-5.29681133 -6.7514237 ],0.0846687609292018,0.6489671315792885,0.1304669478763228
810,81,[-4.77551174 -6.21484264],0.1026449388291927,0.6314634020881975,0.1625508912943401
810,82,[-7.74613438 -7.51573003],0.0573788994906243,0.6337585758702351,0.0905374722729952
810,83,[4.99275198 1.6472304 ],0.1824876253929196,0.6311188573076552,0.2891493785677858
810,84,[5.66104015 3.06982715],0.1363743749230883,0.6347333534190619,0.2148530153465114
810,85,[-2.74599877 -2.56061749],0.2709346092973939,0.6381272317705298,0.42457772652276
810,86,[-1.91154731 -2.3041365 ],0.3404822325998398,0.6346903840087715,0.5364540588267905
810,87,[7.13570848 1.88613608],0.1138237111010279,0.6503323852709992,0.1750239011295686
810,88,[2.29906481 1.33806994],0.3671026938730687,0.6419394153454014,0.5718650157593855
810,89,[-3.84641545 -6.30718025],0.113956257163095,0.6411563962563136,0.1777355070127679
810,90,[-0.30920223 -2.85192748],0.3441180027196116,0.6397430479337355,0.5379003395676686
810,91,[ 3.38466812 -1.08623726],0.2872891594825569,0.6431997179122817,0.4466562274234966
810,92,[4.59118908 3.23463627],0.1651427936032799,0.6375383839675911,0.2590319230279865
810,93,[-4.28575703 -6.43237791],0.1032186188356533,0.6316908494398957,0.1634005287985011
810,94,[-1.72576185 -2.2242836 ],0.3477425330737949,0.6487202069640913,0.5360439359537995
810,95,[4.67108601 4.71427465],0.1323948867586809,0.6443248616575158,0.2054784700036207
810,96,[-3.52889485 -5.09219548],0.1453390544938582,0.6444215273523446,0.2255341392628439
810,97,[-1.57494589 -0.98551853],0.4672579125703319,0.6384162037881478,0.7319017120771372
810,98,[1.59814225 1.29608556],0.4480352398183492,0.6424333303679549,0.6974034793022588
810,99,[-4.92090234 -3.51756072],0.147471224381101,0.6417139548458717,0.2298083488250166
1520,0,[-1.3777527  -6.99519883],0.1139418250824016,0.6338834385561679,0.1797520145690087
1520,1,[-1.56094101  0.99512635],0.4616400547968924,0.6255109478679445,0.7380207434744247
1520,2,[5.16388842 4.25348459],0.1282192411530657,0.6341174314629421,0.202201098394752
1520,3,[-2.64926764 -1.42589024],0.3235246687743402,0.6299607205584009,0.5135632400819626
1520,4,[6.33372584 5.06650286],0.0943006332085684,0.6360766494858247,0.1482535686301278
1520,5,[3.3152365  2.50120155],0.2355527570079958,0.6271581867058513,0.3755874705953164
1520,6,[-2.6627137  -5.23267141],0.1515302286335269,0.6391499486573646,0.2370808742953669
1520,7,[5.04791929 6.01304541],0.0989322252753434,0.643035070872926,0.1538519899716231
1520,8,[-0.38275059 -1.53684523],0.49008475762478,0.6339105942545001,0.773113372874192
1520,9,[-0.36859833 -0.29728001],0.6197183234379033,0.6309869172874547,0.982141319350972
1520,10,[-3.46940741 -0.77895617],0.2839264647815748,0.6341051112137862,0.4477593063996767
1520,11,[-0.15544373 -0.19130976],0.6316932839260446,0.6345382851578937,0.995516423045867
1520,12,[7.44966823 4.57169909],0.0828645484404851,0.6419643990397055,0.1290796632405779
1520,13,[2.49263375 1.65614189],0.3282282303528968,0.637178387515331,0.5151276891747987
1520,14,[-5.45818409 -2.22029106],0.1508886217841291,0.636370089766817,0.2371082868451889
1520,15,[3.84693992 5.80021456],0.1181447513370708,0.6406507168295117,0.1844136722764507
1520,16,[3.86455295 2.45183246],0.2074046132036775,0.6280484070488036,0.3302366678681199
1520,17,[-4.35286141 -4.85283448],0.1333424389249944,0.6321730078317952,0.2109271311382427
1520,18,[-5.53796985 -0.73995971],0.1626306052753267,0.6347989362425293,0.2561923090765744
1520,19,[5.56507877 2.2585653 ],0.148236544765521,0.6265834203596458,0.2365791049505209
1520,20,[3.34725875 1.43895282],0.2693188329007345,0.6361702339532328,0.4233439707280192
1520,21,[2.86342092 3.2980082 ],0.222102252301177,0.6438492595068083,0.3449600182367353
1520,22,[-3.16430213 -3.67916315],0.1962078825491951,0.638334797786962,0.3073745677494423
1520,23,[0.28387445 1.30265262],0.527214027650292,0.6390100890831192,0.8250480495648554
1520,24,[-5.64315852 -5.63957721],0.0965145215644544,0.6401565244544296,0.1507670669243096
1520,25,[4.37489159 1.33527059],0.2077277723411128,0.6333275054780249,0.3279942376485344
1520,26,[-3.22596411 -5.07495194],0.1447974826981613,0.6318467912706154,0.2291654950197343
1520,27,[-8.75011944 -1.86326669],0.0783980014665331,0.6323364180151193,0.1239814744699057
1520,28,[-5.6890903  -6.73222676],0.0809135593919305,0.6257375847941515,0.1293090927541912
1520,29,[4.43336881 6.37671612],0.1003069379209817,0.6301940616403721,0.1591683324655367
1520,30,[-3.17260502 -2.13699228],0.2568026606702542,0.6400597643954965,0.4012166909332148
1520,31,[0.43208303 0.76891015],0.5725619955999444,0.635138829392252,0.9014753453946662
1520,32,[-2.29612895 -0.59836938],0.3842097605668882,0.6283946278456125,0.6114147759093876
1520,33,[4.1041499  4.37264004],0.1492755288350217,0.6342357453376084,0.2353628440723745
1520,34,[-4.53625818  0.43230836],0.2105611784733187,0.6332308409226677,0.332518830204976
1520,35,[2.42713619 2.90741885],0.2582450524464663,0.6410078289629851,0.4028734763883493
1520,36,[-3.46859119 -4.77737299],0.1500593980393597,0.631405088603771,0.2376594689333068
1520,37,[-2.8234488  -4.20214904],0.1841403413613184,0.6321654504897026,0.2912850444747895
1520,38,[-4.00648037 -2.06870778],0.2133756105760665,0.6416506849318472,0.3325417015626348
1520,39,[4.12645301 1.51792831],0.2189589863459935,0.6346761202161093,0.3449932640784361
1520,40,[-7.02573391 -6.62118776],0.069327009602376,0.6248096555867285,0.1109570074381684
1520,41,[4.99580156 5.87464566],0.1019946155324363,0.628302411356184,0.162333636938114
1520,42,[-0.59467543  0.88238532],0.5633260646192615,0.6407780041985702,0.8791282798850455
1520,43,[5.7572086  5.53677997],0.0948160142708252,0.6301305679064984,0.1504704248610495
1520,44,[6.1988798  4.57017749],0.1010323811559574,0.6274011990795132,0.1610331336697894
1520,45,[-4.3773445  -4.23192304],0.1440980460218257,0.6337769244384793,0.2273639832335255
1520,46,[ 1.03045287 -0.31063838],0.5586968345739453,0.6268206781475673,0.8913184488824663
1520,47,[6.31407255 5.34544315],0.0895796129407397,0.6291352380769285,0.1423853052875512
1520,48,[-0.84513547 -2.21357094],0.3951214046166088,0.6314656509367097,0.6257211362652738
1520,49,[-5.33196209 -5.44392779],0.1037290930199404,0.6311597617928033,0.1643468093170244
1520,50,[5.25729663 5.28931893],0.1077270889944509,0.6386044321320864,0.1686914208139556
1520,51,[-4.86821743 -7.00026265],0.084837055493985,0.6391319036357995,0.1327379450335313
1520,52,[-2.24394849 -3.36736128],0.2389409212117619,0.6285984758584044,0.3801169274002262
1520,53,[-4.28906634 -2.68600414],0.1841541299513393,0.6353448053940854,0.2898491156107179
1520,54,[4.9450781  4.60074506],0.123404466816925,0.6319330773224293,0.1952809106619382
1520,55,[0.34766419 3.75124105],0.2604728636900912,0.6371115116266375,0.4088340250281563
1520,56,[3.8981148 5.010936 ],0.1340261591580222,0.6391588321271476,0.2096914763924602
1520,57,[-4.18397692 -3.41254229],0.1691099189141025,0.6289365566375802,0.2688823175078227
1520,58,[-0.56582231 -0.27524375],0.6108343916057458,0.6337612041842355,0.9638242094544102
1520,59,[-4.03970982 -3.22830643],0.1818373104702089,0.6321734083602033,0.2876383411030802
1520,60,[4.60353416 3.56427428],0.1521670356784177,0.6389659497166021,0.2381457662116546
1520,61,[-1.28157543 -4.98341429],0.1793662272111269,0.6298097310039966,0.2847943091085532
1520,62,[-3.19577568 -2.96666275],0.2220115602541686,0.6302833409833772,0.3522408825018014
1520,63,[5.78914619 1.81025261],0.1471806039864313,0.6299597514176679,0.2336349324781696
1520,64,[-1.52855957  0.36021691],0.4998443927790235,0.6364912246476816,0.7853123082029977
1520,65,[-4.08059648 -4.29366918],0.1521487779514459,0.641122748181587,0.2373161432549144
1520,66,[4.26257748 1.84542194],0.202957871297432,0.6382915657643138,0.3179704733437967
1520,67,[-2.27825946 -2.23694375],0.3115198667834196,0.632565093919601,0.4924708457324611
1520,68,[1.16606969 0.53228637],0.5402479401648127,0.6342485304829906,0.8517921827164583
1520,69,[-4.2004251  -4.19064392],0.1496623606853457,0.6352157680364205,0.2356086989905526
1520,70,[6.48280314 1.92928027],0.1243458511933434,0.6359906082072387,0.1955152318111356
1520,71,[-0.46869434  5.97344735],0.1495953287775854,0.634986225641697,0.2355883052839596
1520,72,[7.05291251 4.64846832],0.0878244991405664,0.6447443095012679,0.1362160128384874
1520,73,[-3.22903299 -0.49683704],0.3054102407546642,0.6278185205486065,0.4864626173942553
1520,74,[-0.30576232 -2.59285297],0.3654074749124497,0.6359785043902714,0.5745594739287219
1520,75,[-4.75149819 -5.5839186 ],0.1094913362231584,0.6421001825068374,0.1705206433608085
1520,76,[-0.66423771  1.00954598],0.5352520776173701,0.6276221658178462,0.8528253251219866
1520,77,[3.08837275 4.36970257],0.1729565101348545,0.6279469774063348,0.2754317105709023
1520,78,[5.91918038 4.75466958],0.1025678285946468,0.6317495602965709,0.162355203771724
1520,79,[-4.26572087 -4.99639254],0.1299025268639565,0.6356221337941589,0.2043706786743591
1520,80,[0.04929372 1.8681267 ],0.4599970686793631,0.634829050547736,0.7245999033637066
1520,81,[-1.51468622 -1.28771619],0.4446314514345187,0.635316928907163,0.6998577107009397
1520,82,[-4.68392886 -7.07936442],0.0871351590740535,0.6378479069905998,0.1366080504757972
1520,83,[-8.00439723 -4.4037429 ],0.076740213901404,0.6252742409413804,0.1227304898821163
1520,84,[1.57534672 0.88960114],0.464778958147633,0.6381054856167803,0.7283732370650078
1520,85,[-7.7429678  -2.11311228],0.0944775963513775,0.6315938910219584,0.1495859882344759
1520,86,[-3.16410074 -2.81666583],0.2309288055530291,0.6251925717458032,0.3693722798212042
1520,87,[4.98559219 4.73300424],0.119027325820508,0.6300437373681206,0.1889191476098476
1520,88,[-4.52106766 -3.30630827],0.1607132818718292,0.6330276703885815,0.2538803426604969
1520,89,[3.39267333 4.78291851],0.1538086301558494,0.6299653221502788,0.24415412205683
1520,90,[1.29751961 4.40973895],0.2098801206267534,0.6284619474372117,0.3339583589469783
1520,91,[-2.81907475 -2.8989598 ],0.239095344235544,0.6265864130517435,0.381583991058867
1520,92,[0.81216016 5.41339315],0.1666618332355444,0.6429267132747284,0.2592236872328065
1520,93,[3.74712429 6.90343228],0.0985250819259968,0.6405186067871993,0.1538207959643707
1520,94,[5.03783984 4.27425335],0.1297173964958866,0.6419211414235375,0.2020768411026666
1520,95,[4.33574822 4.51618605],0.1398083406927544,0.6398050851806799,0.2185170826725655
1520,96,[-5.82395539 -5.10966535],0.0998276530108696,0.629026646982692,0.1587017871019006
1520,97,[-3.77532261 -3.07774541],0.1924483176148086,0.6337802980264297,0.3036514675733629
1520,98,[-5.99521609 -3.89954155],0.112766693688509,0.6352701271970567,0.1775098322127297
1520,99,[1.50266399 1.46841113],0.4268921975557224,0.6345149633652802,0.6727850755348811
2850,0,[3.96629825 2.14026379],0.2195132018169122,0.6463840333373906,0.3396018318762119
2850,1,[-4.62449301 -2.88703272],0.1740250788847121,0.6332720814633708,0.2748030175001137
2850,2,[2.50867922 0.56905136],0.3744036146759921,0.6474989070676015,0.5782304967456924
2850,3,[1.05043436 0.15642394],0.5704538049736405,0.6396841106215083,0.891774229657503
2850,4,[2.98515044 4.87213698],0.1646746472698885,0.6401535542211684,0.2572424165796237
2850,5,[-1.48286774 -3.2878925 ],0.2792029043343808,0.6415607823032469,0.4351932225844967
2850,6,[2.59920681 3.10851961],0.2458477535319875,0.6402478677316275,0.3839883987478417
2850,7,[-1.00890519  1.58891983],0.4673832438962741,0.6452406755802954,0.7243548982338014
2850,8,[0.08992639 1.50289018],0.5140280076707286,0.6454277660412225,0.7964144629592809
2850,9,[-1.5708533 -1.3646859],0.4391843412877327,0.6425680217549793,0.683483034353677
2850,10,[-3.49773745 -1.57861933],0.2593346571890894,0.6467399889822051,0.4009875090563249
2850,11,[4.51396902 4.95179106],0.1304711615926735,0.6415225507112677,0.2033773582051289
2850,12,[-0.73464121 -0.9378067 ],0.5495051203556215,0.6478424643033491,0.848207937320883
2850,13,[-3.96220707 -2.45229281],0.2079932788138107,0.6373614439548094,0.3263348933114284
2850,14,[1.48058827 0.07968214],0.520786869422507,0.6404850981234221,0.8131131714826421
2850,15,[-4.03865508 -0.39002268],0.245023749577933,0.6451649940520331,0.3797846315855316
2850,16,[2.37116496 4.362946  ],0.1935762318366202,0.6394569477404999,0.3027197257307399
2850,17,[2.54877367 5.39997341],0.1522352715801131,0.6430076516692214,0.2367549922382986
2850,18,[1.25366311 3.67905452],0.2602478986423727,0.6403365883869774,0.4064235955935973
2850,19,[-1.50242407 -4.87558099],0.1880493386547522,0.6367613715894137,0.2953215239570266
2850,20,[-0.80169149 -0.0121828 ],0.598789734948357,0.6418975472664518,0.9328431577567616
2850,21,[1.9632025  3.57719501],0.2452769745908971,0.6468637683192238,0.3791787183075839
2850,22,[-4.62745165 -5.93757193],0.1086522559133806,0.6440721643765206,0.1686957796391635
2850,23,[1.11465224 1.09538639],0.5136108500508416,0.6444456367995622,0.7969808789481908
